Load #,Origin,Destination,PU Date,Rate,Weight \ pallet count \ FT,Broker
45563687***,"Modesto, CA","Carneys Point, NJ",8/9 @1300,"$8,000.00","24 pallets/ 5,880lb",
1048125***,"GILROY, CA","FLOWOOD , MS",8/9 @1300,"$6,400.00","12plt/ 14,955 Lb",
1048171****,"Salinas, CA","Miami, FL",8/11/2021 @06:00,"$8,500.00","7plt/ 11,576",
66058***,"WEST SACRAMENTO, CA","BUFORD, GA",08/11/2021 7-3,"$3,400.00",1 forklift,
#742048***,"SAN LORENZO, CA","FREDERICK, MD",8/12 @1300,"$8,200.00","16plt/ 36,864 Lb",
45707228***,MODESTO CA,CARLISLE PA,8/12 @1200,"$8,200.00","60plt/ 8,695 Lb",
733415***,"KINGSBURG, CA FOWLER, CA","SAXONBURG, PA",8/11 @1000 &1300,"$7,800.00","10plt/ 19,664 Lb",
T2419456,HAYWARD CA,HURRICANE WV,8/12/2021 8:30,"$7,200.00","12plt / 5,617 Lb",
350512***,"Benicia, CA","WINCHESTER, VA",08/11/2021,"$8,800.00","24plt/ 41,000 Lb",
45767532***,ROHNERT PARK CA,MANSFIELD MA,8/12/2021 9:00:00 - ,"$8,500.00",25000lb 23 pallets,
1048225***,"NEWARK, CA","ROSEDALE, MD",8/12 @2000,"$7,900.00","9plt/ 22,050 Lb",
1048114***,"MERCED, CA","HUNT VALLEY, MD",8/13/2021 @10:00:00,"$7,800.00","45pallets 12,419 lb",
1048187***,"GILROY, CA","HUNT VALLEY, MD",8/13 @0800,"$7,900.00","15plt/ 23,910 lb",
10687367***,"LOS BANOS, CA","MARLBOROUGH, MA",8/13 @0900,"$9,000.00","13plts/ 37,501 Lb",
M063792***,CARUTHERS CA,YORKTOWN IN,08/13/2021 7:00 AM,"$6,800.00","24plt/ 28,806 Lb",
16574***,"Sonora, CA,","Indionapolis, IN",8/12/2021 @12:00,"$6,100.00","3 Mechiney / 1,600 Lb",
1047918***,"MERCED, CA","HOLLAND, MI",08/09/21 @1300,"$6,300.00","10 plt/ 19,940lb",
9455959***,"Firebaugh, CA","CHAMPAIGN, IL",8/12/2021 @12:00:00,"$5,307.00","26 plt/ 28,443 lb",
1000054089***,"Modesto, CA","Lancaster, TX",8/13 @1200,"$4,900.00","3,817.00 lbs",
1048178***,"SALINAS, CA","TEMPLE, TX",08/13/21 @1000am,"$4,500.00","9plts/ 12, 469 lb",
167677***,"West Sacramento, CA","Dallas, TX",8/13 @8-5pm,"$4,800.00","18plt/ 23,000 lb",
6567078***,"SALINAS, CA","SAN MARCOS, TX",8/13 @1000pm,"$5,250.00","11,362 Lb",
1048308***,"Salinas, CA","Sanger, TX",08/16/21 @12,"$4,500.00","10,982lb/11pallets",
1048083***,"LOS BANOS, CA","RUSSELLVILLE, AR",8/16/2021 by16:00,"$5,000.00","25,760lb",
22004935,RENO NV,HUNT VALLEY MD,"Mon, August 16, 2021","$7,700.00","19 pallets / 20,000 LBS",
10584731,"Reno, NV","Pittstonm, PA",8/17/2021,"$8,800.00","14 pallets / 7,488 lb",
779306,"SPARKS, NV","MONROE TOWNSHIP, NJ",8/17/2021,"$2,800.00",10 pallets,
HNRY900189351,"ALAMEDA, CA","Moorestown, NJ",8/17/2021 10:00-13:0,"$8,400.00","12 plts / 12,732 lb sacks of coffee",HNRY
1836644268522005,FOWLER CA,SOUTH WINDSOR CT,08/17/2021 1300,"$8,500.00","14 pallets / 29,583 lb raisins",
1047883***,"RICHVALE, CA","BLOOMFIELD, CT",08/17/21,"$8,548.00","12 pallets 6,816 lb 12 pallets 6,816 lb",
18493,"MODESTO,CA","ROSEDALE,MD",8/16/2021 12:00,"$7,800.00",17 pallets / 31780 lb spices,
T2421986,HAYWARD CA,STAMFORD NY,modesto,"$8,400.00","12 PLT Weight: 5,617",
45834118***,"Hayward, CA",BURLINGTON NJ,8/18/2021 @ 13:00,"$7,400.00","19 pallets 11,550 lb",
240968***,"Woodland, CA","Hazleton, PA",8/19/2021 15:00,"$7,500.00","20 pallets 30,000 Rise",
T2421940,HAYWARD CA,NEW MILFORD CT,8/18/2021 1600 - 163,"$8,300.00","12 PLT Weight: 5,617",
1048288,"FIREBAUGH, CA","HUNT VALLEY, MD",08/20/21 11:00,"$7,900.00","24 pallets 26,256 lb",
18568***,"GILROY,CA FIREBAUGH,CA","HUNT VALLEY,MD",8/20@11 8/20@3pm,"$7,899.00","32,900lbs",
45869414***,"Woodland, CA","Nazarath, PA",8/20/2021  @ 14:00:0,"$7,800.00","5,000lb 8 pallets",
3479875,"Yountville, CA","N. Bergen, NJ",8/18/2021 09:00 15:0,"$7,900.00","17 pallets / 31,813 lb wine",
T2421946,HAYWARD CA,FREMONT MI,8/19/2021 1300 - 163,"$5,700.00","12 PLT Weight: 5,617",
T2421964,HAYWARD CA,IMLAY CITY MI,8/19/2021 0800 - 163,"$6,100.00","14 PLT Weight: 6,074",
HNRY900189290,"Burlingame, CA","Latrobe, PA",08-19-2021 10:00-15:,"$7,700.00","120 pices:/ 21,000 lb electronics",HNRY
45834117***,"Hayward, CA",BURLINGTON NJ,08/18/2021 14:00,"$7,400.00","18 pallets 11,550 lb",
T2421997***,HAYWARD CA,CREEDMOOR NC,8/17/2021 1500 - 163,"$7,000.00","12 PLT Weight: 5,617",
366442685,"VISALIA, CA","CHRISTIANSBURG, VA",8/20@10am,"$7,200.00",16pl/6828lbs,
2246489,"Lodi, CA","Memphis, TN",8/19/2021 2:00 PM,"$5,900.00","29,719 lb",
5258292***,"FRESNO, CA","BROOKSHIRE, TX",8/19@1pm,"$4,700.00",14pl/15750lbs,
3751864***,"BENICIA, CA","ATLANTA, GA",8/20/2021 12-16:00,"$10,100.00","41,000-43,000 lb wine",
135516,HAYWARD CA,"Terrell,TX",8/20@6:30 a.m.,"$5,000.00",20k or less,
6842552***,"TRACY,CA",F,8/21@8:30am,"$4,500.00",19054 lbs,
2519859,"Visalia, CA","Salisbury, NC",8/20/2021 14:00,$150.00,"34pallets/27,403.00 lbs",
T2427085,HAYWARD CA,SAN ANGELO N TX,8/24/2021 1300 - 163,"$2,793.00","12 PLT 5,617",
2429405,"Modesto, CA","Forth Worth, TX",8/22/2021 23:50,"$4,200.00","5,600 pices 1,820 lb wine",
18567,"Salinas, CA","Denton, TX",8/23/2021 @11:00,"$4,694.00","18,886lb",
2529978***,"Visalia, CA","Dunn, NC",8/23/2021 13:30,"$8,000.00",28462 / 36,
45770189***,"Modesto, CA","Carneys Point, NJ",08/23/2021 13:00,"$8,080.00","24 pallets/ 4,704 Lb",
T2427158***,HAYWARD CA,BOWLING GREEN KY,8/24/2021 1500 - 163,"$6,400.00","12 PLT 5,617",
2530216***,"Visalia, CA","Melrose Park, IL",8/25/2021 13:00,"$6,000.00","13,960 lbs / 16",
M064118,CARUTHERS CA,YORKTOWN IN,08/26/2021 1300,"$6,800.00",24810 lb rasins,
T2427424***,HAYWARD CA,CLIFTON PARK NY,8/26/2021 1400 - 163,"$8,303.00","12 PLT 5,617",
11916***,"Minden, NV","Breinigsville, PA",8/25/2021 9:00,"$7,750.00",17 pallets 31094lb,
45934624***,SANTA ROSA CA,JERSEY CITY NJ,8/27/2021 07:00-14:0,"$9,500.00",19 pallets 38950lb,
T2427419***,HAYWARD CA,SPRINGVILLE NY,8/26/2021 1300 - 163,"$8,303.00","12 PLT 5,617",
207096***,SAN LORENZO CA***,"DENVER, PA",8/25 by 5pm,"$8,000.00","18pl/ 37,760 lbs",
1048102***,"RICHVALE, CA***","NAZARETH, PA",08/24/21,"$7,400.00",12.0 PALLETS 12.0 PALLETS,
lid 4729333,"Fernley, NV","MARLBOROUGH, MA",8/28/2021 @9am,"$8,113.62",26.0 - PLT /38669.0 lb,
22020,"Mountain View, CA,","Westford, MA,",2021-08-27,"$4,300.00","8 pallets 3,800lb",
45997712***,SOUTH SAN FRANCISCO CA,NORTH BRUNSWICK NJ,08/26/2021 8:00,"$9,000.00","18,383lb 22 pallets",
4538074***,"Madera, CA","Cheektowaga, NY",8/27,"$8,000.00",20pallets/18975 lbs,
1048585,"VACAVILLE, CA","TAYLOR, PA",8/27@13:00,"$8,000.00",24321 lbs,
T2427426***,HAYWARD CA,SAINT ALBANS VT,8/26/2021 1500 - 163,"$8,606.00","14 PLT 6,074",
45964036***,FREMONT CA,WASHINGTON DC,8/25/2021 12:00:00 -,"$8,000.00","15,060lb 29pallets Electrick scooters",
F082604***,"Novato,CA","Carteret,NJ Jersey City, NJ",8/27 9:00 AM,"$8,200.00",23 pallets/ 23500 lbs,
Load #: 111476720***,"SPARKS, NV","FORT WORTH, TX",8/24/2021 10:00,"$4,300.00",24pl/43600lbs,
24325298***,"Turlock, CA","Lakeland, FL",8/25/2021 @12:00,"$7,400.00",nuts 19760lbs/13pallets,
7730029262***,"HOPLAND, CA","MADISON, MS",8/27,"$7,200.00","17,500 lb",
ORDER # 3758418***,"BENICIA, CA","MARIETTA, GA** DORAVILLE, GA** CHARLESTON, SC",08/27/21@2pm,"$10,600.00",42-43k lbs wine,
6442864,"CORNING, CA","BROOKSHIRE, TX",2021-08-26 7:00 PM,"$4,800.00","11 pallets  22,750 LB of Olives",
31472-71461***,"San Leredo, CA","Learedo,TX",8/27@13:00,"$2,800.00","17pallets/8,144 lbs",
# 4532747***,"UNION CITY, CA","GRAPEVINE, TX",8/26by 7pm,"$2,500.00",3pallets/3190,
Load: 704595***,"Mountain View, CA","Ocoee, FL",8/27 8:00 AM,"$5,143.00","6pallets/1,600 lbs",
765672***,"Sacramento, CA","NASHVILLE, TN.",8/27/2021,"$6,200.00","15,000lb Printed Matter",
1551176***,"Modesto, CA","Memphis, TN",8/27/2021 @07:00am,"$5,700.00","1,831 lb Chips",
808476***,"Visalia, CA","Midway, GA",8/27/2021 @5PM,"$8,300.00","25 pallets 30,486lb",
Load # 46010431***,"CHICO, CA","LEWISVILLE, TX",8/26 by 5pm,"$2,400.00","4pallets/7,076lbs",
#LD34007,"Malpitas, CA","MONROE TOWNSHIP, NJ",8/30/2021 09:00-3pm,8500 +200 det,35280 lbs,
HWB#: 767621***,"FAIRFIELD, CA.","STERLING, VA.",8/30 by5pm,"$6,000.00",20 pallets/ 3300 lbs,
Load #3118351,"Tracy, CA","ROSELAND, LA",8/30,"$10,000.00",45k,
547886***,"MANTECA, CA","OKLAHOMA CITYH, OK",9/1,"$4,500.00",mask/5000 lbs,
1175276***,"West Sacramento, CA","Houston, TX",9/1/2021,"$2,000.00",13f/7500 lbs,
nan,OAKLAND CA,"Pasadina, TX",8/31/2021,"$6,000.00","22pallets/26,800lb",
T2430765***,HAYWARD CA,HAMBURG NY,8/31/2021 1500 - 163,"$7,491.00","15 PLT Weight: 6,074",
2533331***,"Visalia, CA","Greencastle, PA",9/1,"$8,200.00","27,580lb Pet Food / 35",
45934649***,SANTA ROSA CA,JERSEY CITY NJ,9/1/2021 @ 7 to 2,"$9,500.00","19 pallets 38,950k",need to fix POD
#0387113***,"Oroville,CA","Springfield,MO",8/31@13:00,"$5,400.00",12 pallets/12600 lbs,
814352***,"FIREBAUGH, CA","INDEPENDENCE, MO",09/01/2021 13:00 PDT,"$5,200.00","18,700lb 26 pallets",
812323***,"FIREBAUGH, CA","INDEPENDENCE, MO",09/02/2021 @13:00,"$5,200.00","18,170 lb 26 pallets",
T2430871***,HAYWARD CA,HASTINGS MI,9/2/2021 1500 - 1630,"$6,500.00","14 PLT Weight: 6,074",
T2430754***,HAYWARD CA,LAFAYETTE IN,8/31/2021 1400 - 163,"$6,339.00","12 PLT Weight: 5,617",
1048416***,"GILROY, CA FIREBAUGH, CA","HORN LAKE , MS",9/3/2021 @10:00,"$6,000.00","22 pallets 27,755 lb",
#6713266***,"STOCKTON, CA","MIAMI, FL",9/2/2021  08:00-17:0,"$3,300.00",7 PALLET/2905 lbs,
9463358***,"Sacramento, CA","Pompano Beach, FL",9/2/2021,"$2,300.00",2 uhal boxes/5000lbs,
1048619***,"RICHVALE, CA","MADISON, WI",9/2/2021 08:00-17:00,"$4,000.00","14 pallets 9,400lb",
45994840***,GILROY CA,CAROL STREAM IL,09/03/2021 12:00,"$5,800.00",21000lb 16 pallets,
HNRY900191253***,"ALAMEDA, CA","West Chester, PA",09-03-2021 18:00:00,"$8,400.00",24 sacks of coffee 24k,HNRY
F090203***,"Navato, CA","""Carteret,NJ Jersey City, NJ""",9/2 or 9/3 2:00-4:00,"$5,000.00","13 pallets/14,000lbs",
46058634***,SANGER CA,HARRISBURG PA,9/1@14:00,"$8,000.00",28 pallets/27600lbs,
3009490***,"Tracy, CA","Carlisle, PA",09/01/2021 5:00 PM,"$7,000.00","Toys 3,450lb/22 pallets",
2048958,"Salinas, CA","Dayville, CT",9/3/2021 1400,"$8,500.00","30,502lb/22 pallets",
24394141***,"Reno, NV","Somerset, NJ",9/2/2021 @ 16:00,"$6,900.00 -250","21,000 lb 23 pallets",
2049074***,"Richvale, CA","Dayville, CT",9/3/2021 12-1700,"$8,000.00","19,515lb /27pallet",
1048822***,"RICHVALE, CA","BLOOMFIELD, CT",9/3/2021,"$8,596.00",24 pallets,
T2430822***,HAYWARD CA,LITCHFIELD CT,9/1/2021 1300 - 1630,"$8,300.00","12 PLT Weight: 5,617",
1048902***,"MERCED, CA","HUNT VALLEY, MD",9/7@8am,"$7,900.00","45pallets/12,419lbs",
74191,"RIPON, CA","RONKONKOMA, NY",9/7/2021 @14:30:00,"$11,000.00",17plt/ 30klb,
46068493***,MODESTO CA,CARNEYS POINT NJ,9/7/2021 @13:00,"$8,000.00","4,352 17 pallets",
EL855202,"Visalia, CA","ALLENTOWN, PA",09-08-2021 2:00 PM,"$8,500.00","15 feet/ 7,500Lb",
1048991***,"MERCED, CA","HUNT VALLEY, MD",09/08/21 @9am,"$7,700.00","24plt/ 24,096 Lb",
10678100***,"Milpitas, CA","Peabody, MA",9/07/2021 8-19:00,"$8,000.00","15 PLT weight 5,007 lb",
1048805***,"GILROY, CA","CHAMBERSBURG, PA",09/08/21 @1330,"$7,800.00","11 plt/ 23,408 Lb",
1049105***,"FIREBAUGH, CA","HUNT VALLEY, MD",9/10/2021 @9:00:00,"$8,000.00","12plt/ 13,128Lb",
6900527***,"MODESTO,CA TURLOCK,CA","HUNT VALLEY,MD ROSEDALE,MD",9/8/2021 13:30:00 20,"$8,800.00","13plt/ 8plt 15,986 Lb",
279990,"AMERICAN CANYON, CA","N BERGEN, NJ",9/9 @0900-1400,"$8,600.00","18plt/ 37,650Lb",
HNRY900193208***,"ALAMEDA, CA","Moorestown, NJ",9/10/2021 @1000,"$8,000.00","26plt / 10,610 lbs",HNRY
1049003***,"RICHVALE, CA","WINTHROP, ME",9/8 @8-5,"$9,000.00","11plt/ 16,600Lb",
46123086***,ROHNERT PARK CA,WINTHROP ME,9/9 @0900-1600,"$9,000.00","21plt/ 23,380 Lb",
482069***,"LODI, CA",Cincinnati OH,9/8 @1615,"$5,875.00","27,664 Lb",
T2432734***,HAYWARD CA,MARIETTA OH,9/8/2021 1000-1630,"$7,332.00","14 PLT Weight: 6,074",
T2432695***,HAYWARD CA,NORTH OLMSTED OH,9/7/2021 1300 - 1630,"$6,936.00","12 PLT Weight: 5,617",
2527695***,"San Leandro, CA","Sandusky, OH",9/8 9/9 @0700-1500,"$6,100.00","10plt/ 21,760 Lb",
nan,"Sacraemnto, CA","Clevland, OH",nan,"$1,000.00",nan,
T2432749***,HAYWARD CA,PAW PAW MI,9/9/2021 1400-1630,"$6,364.00","12 PLT Weight: 5,617",
24486383***,"Sacramento, CA","Pleasant Prairie, WI",09/08/2021 @1300,"$4,500.00","20psc/ 2,000 Lb",
#0228425***,GILROY CA,SALINA KS,09/10/2021 13:00,"$5,350.00","10,695 Lb",
823500***,"Firebaugh, CA","Independence, MO",Thu 09/09 9:00 AM,"$5,200.00","26plt/ 18,170 lb",
T2432748***,HAYWARD CA,PURCELL OK,9/9/2021 1300-1630,"$4,624.00","12 PLT Weight: 5,617",
354729***,"NAPA, CA","Saint Charles, MO",09/09/2021 12:30,"$5,800.00","26 pallets wine/ 37,588 Lb",
2109_0129***,"NEWMAN, CA","QUAKERTOWN, PA",9/10/2021 @13:00,"$9,700.00",nan,
Order#: G3414711***,"SPARKS, NV","LENEXA, KS",9/9@10pm,"$4,750.00",FEDEX,: G
# DKS-64CL***,"Madera, CA","Harrisonville, MO",9/13 @1400,"$3,200.00","8 plt/ 3,101 Lb",DKS CL
TFX-824461***,"Firebaugh, CA","Independence, MO","9/13, 11:30am","$5,200.00","26plt/ 18,170 lb",TFX
46182087***,MODESTO CA,CARNEYS POINT NJ,9/13/2021 @13:00:00,"$8,105.00","25plt/ 3,450Lb",
1048697***,"FIREBAUGH, CA","HUNT VALLEY, MD",9/13/2021 9:30 AM,"$8,050.00","15 pallets 31,140 lb",
1048900***,"FIREBAUGH, CA","HUNT VALLEY, MD",9/13/2021 @11am,"$8,050.00","11 PALLETS/ 10,399 lbs",
24553006***,"Rocklin, CA","York, PA",9/15/2021 9:00,"$7,900.00","47plt/ 33,000 lb 6 empty spots",
3B76870***,"MCCLELLAN AFB, CA","MONROE TOWNSHIP, NJ",9/15/2021 @14:00:00,"$8,300.00","30plt/ 14,061 Lb 15 spots",
#31452-01766***,"Visalia , CA","Stuarts Draft, VA",9/14 @1400,"$8,150.00","15plt/ 15,818 Lb",
6651502***,"MADERA, CA","JESSUP, PA",9/15/2021 @12:00:00 ,"$8,000.00","12 pallets 23,232.0 LB (58plt)",
#24544357***,"Stockton, CA","Carlisle, PA",09/15/2021 @1330,"$8,000.00","18plt/ 30,396 Lb",
3C04006***,"SPARKS, NV","PLAINFIELD,CT",2021-09-15 @11:00,"$8,000.00","15 plt/ 4,005 Lb",
22841358***,"San Jose, CA","Ayer, MA",9/16/2021 08:00-15:0,"$8,500.00","22 pallets 44,000lb Nuts",
74400***,"Salinas, CA","RONKONKOMA, NY",09/15/2021 @11:00,"$11,200.00","18plt/ 38,700 Lb",
T2435007***,"HAYWARD, CA",FAIRMONT WV,9/14/2021 @1400 - 16,"$7,530.00","12 PLT Weight: 5,617",
252219***,WOODLAND CA,HAZLETON PA,09/16/21 0700-1500,"$7,570.00","12 pallets 23,000lb",
46260261***,MILPITAS CA,STAUNTON VA,9/17 @1400,"$8,000.00","10 plt/ 9,085 Lb",
24522841***,"Oakland, CA","Manchester, PA",9/17/2021 11am &12 p,"$9,300.00","14,489 Lb",
218050***,DEL REY CA,NAZARETH PA,9/17/2021 @12:00:00,"$8,800.00","26plt/ 30,420 Lb",
T2433407 ***,"HAYWARD, CA",MURFREESBORO TN,9/14/2021 1300 - 163,"$6,517.00","1 LD Weight: 10,000",
T2433411***,"HAYWARD, CA",MURFREESBORO TN,9/14/2021 1300 - 163,"$6,517.00","1 LD Weight: 10,000",
2553482***,"Visalia, CA","Madison, WI",9/16/2021 @13:00:00,"$6,000.00","5plt/ 3,619 lb",
T2435020**,"HAYWARD, CA",LAPEER MI,9/16/2021 1300-1630,"$6,831.00","14 PLT Weight: 6,074",
31404-73182***,"Visalia , CA","Cedar Falls , IA",9/16/2021 @1600,"$6,300.00","19,775 Lb",
T2435002***,"HAYWARD, CA",SAN ANGELO TX,9/14/2021 1100 - 163,"$4,423.00","12 PLT Weight: 5,617",
24506973***,"American Canyon, CA","Grand Prairie, TX",9/17 @0800-1530,"$4,300.00","12plt/ 23,962 Lb",
T2435014***,"HAYWARD, CA",LAKE CHARLES LA,9/15/2021 1000 - 163,"$6,446.00","(12) PLT Weight: 6,074",
24549218***,"Richmond, CA","Olive Branch, MS",9/16 @ 13:00,"$7,200.00","20,414 Lb",
B153262***,GILROY CA,CHAMPAIGN IL,9/23 @1300,$150.00,TONU,
1820820***,5x SALINAS CA,JESSUP MD,9/22-9/23,"$11,500.00",Produce,
777954***,"WATSONVILLE, CA","CENTER VALLEY, PA",9/21 @1300,"$8,100.00","12plt/ 26,208 Lb",
45692582***,MODESTO CA,NAZARETH PA,9/21/2021 14:00,"$8,000.00","21 pallets / 4,305Lb",
10738884***,"Modesto, CA","Carlisle, PA",09/22/21 @1200,"$8,050.00","59plt/ 9,220 Lb",
LD23041SH***,Fairfield CA,SECAUCUS NJ,9/22/2021 @13:00:00,"$8,450.00","9plt/ 19,936 Lb",LD SH
46362959***,SOUTH SAN FRANCISCO CA,NORTH BRUNSWICK NJ,09/21/2021 8:00,"$9,500.00","22plts/ 18,152 Lb",
1843333***,"Los banos, CA","Chester, VT",9/22 @0600-1630,"$9,400.00","10plt/ 26,000 Lb",
45691802***,MODESTO CA,BLOOMFIELD CT,09/21/2021 13:00,"$8,300.00","30 pallets / 6,150Lb",
1049348***,"GILROY, CA","BELCAMP, MD",09/21/21 12:00,"$8,000.00","21plt/ 14,956 lb",
LD23219SH***,"Fairfield, CA","SECAUCUS, NJ",9/23 @1300,"$8,450.00","10plts 23,190Lb",LD SH
1344843***,"Yuba City, CA","Myerstown, PA",9/23 @1200,"$8,000.00","10plt/ 21,754 Lb",
1049349***,"GILROY, CA","BELCAMP, MD",09/21/21 13:00,"$8,000.00","23plt/ 17,100 Lb",
46389770,SPARKS NV,PEDRICKTOWN NJ,9/22/2021 7:00:00-19,"$8,200.00","28 pallets/ 7,707lb",
1049048***,"RICHVALE, CA","NAZARETH, PA",9/22 @800am,"$8,000.00","24plt/ 13,500 Lb",
6668496***,"GILROY, CA","HUNT VALLEY, MD",9/22 @1130,"$8,750.00","15plt/ 24,900 Lb",
1049437***,FILI,"MOUNTAIN SIDE, NJ",9/22 @9am,"$8,000.00","14plt/ 17,225 lb",
254291***,WOODLAND CA,HAZLETON PA,9/23 @0800,"$7,500.00","16 pallets 21,600 lb",
46290243***,WOODLAND CA,BLOOMFIELD CT,9/24/2021 @13:00:00,"$8,300.00","21plt/ 6,000 Lb",
#0225875,UNION CITY CA,"MONROE TOWNSH, NJ",9/24 @1300,"$7,900.00","30 plt 48x40 4 ft tall 17,270 Lb candy",
1049461***,"FIREBAUGH, CA","BELOIT, WI",9/22 @1200,"$5,600.00","15plt/ 20,935 Lb",
1126237***,FIREBAUGH CA,ASHTON IL,09/24/21 @ 14:00,"$6,000.00","6,510lb",
2570472***,"Visalia, CA","McDonough, GA",9/28/2021 11:30,$150.00,"Pet Food : 28,860.00 lbs",
46453995***,SOUTH SAN FRANCISCO CA,NORTH BRUNSWICK NJ,9/28/2021 8:00:00 14,"$9,500.00","22plt/ 21,131 Lb",
46453897***,SOUTH SAN FRANCISCO CA,NORTH BRUNSWICK NJ,9/28/2021 8:00:00 14,"$9,500.00","22plt/ 21,131 Lb",
24684843***,"Healdsburg, CA","Middletown, NY",9/28 @0900,"$8,100.00","18plt/ 32,292 Lb",
2094026***,"Modesto, CA","PITTSTON TOWNSHIP, PA",09/28/21 13:00,"$8,800.00","22plt/ 7,438 Lb",
357898***,"American Canyon, CA","Livonia, MI",9/29 @1430,"$6,000.00","16 plt/ 16,000 Lb",
2300047***,GILROY CA,HANNIBAL MO,9/29 @1200,"$6,750.00","10plt/ 20,752 Lb",
#0116979***,"Vacaville, CA","Bedford, PA",9/29 @1530,"$8,000.00","22plts/ 7,106 Lb",
74559***,"CERES, CA","RONKONKOMA, NY",9/24/2021 @9am,"$11,000.00",21 Pallets / 41118 LBS,
46429083***,SAN LORENZO CA,TOTOWA NJ,09/29/2021 8:00,"$8,187.00","26 pallets 18,200 lb",
nan,"Winter, CA","Saxonburg, PA",9/29/2021 @10:00,"$8,200.00","13plt/ 14,440 lb  Nuts",
1049112***,"RICHVALE, CA","BLOOMFIELD, CT",09/29/21,"$8,500.00","24 pallets 13,632",
46454086***,SOUTH SAN FRANCISCO CA,NORTH BRUNSWICK NJ,09/29/2021 8:00,"$9,500.00","22plt/ 21,010 Lb",
10780138***,"Minden, NV",Breinigsville PA,9/30 @1000,"$8,400.00","13plt/ 5,920 Lb",
2007533,"AMERICAN CANYON, CA","N BERGEN, NJ",9/29/2021 10:00,"$8,600.00","20plt/ 41,800 Lb",
2790139,"AMERICAN CANYON, CA","N BERGEN, NJ",9/30/2021 9:00,"$8,600.00","20plt/ 41,800 Lb",
1613422**,OROVILLE CA,"Camp Hill, PA",9/30/2021,"$9,200.00","26pplt/ 27,299 lb",
60101918152***,"Vacaville, CA","Taylor, PA",9/30/2021 @16:00,"$8,300.00","65 pallets 28,688lb",
3F56670**,"TRACY, CA","AMARILLO,TX",10/1/2021 @8:00:00,"$5,171.10",4pcs/ 185 Lb,
1049701***,"GILROY, CA","FLOWOOD , MS",10/1 @1300,"$6,200.00","12plt/ 14,955 Lb",
3G85314***,"NAPA, CA","OLIVE BRANCH, MS",9/30 @1500,"$8,250.00",8plts/ 13970 Lbs,
24664976***,"American Canyon, CA","Pineville, NC",9/29 @0800-1500,"$7,450.00","14 plt 30,840Lb",
24680773***,"Sparks, NV","Oklahoma City, OK",10/1 @1200-1400,"$4,500.00","10PLT/ 6,124 lB",
LD3595936***,"RENO, NV","VALDOSTA, GA",9/29/2021 @11:00,"$7,200.00","17 plts 40x48 (different hight) 9,616 Lb",
24631783***,"Sparks, NV","Commerce, GA",9/29 @1300,"$8,000.00","27plt/ 14,891 Lb Vitamins",
M064507***,CARUTHERS CA,YORKTOWN IN,09/30/2021 1300,"$7,000.00","22 pallets 23,502 lb (raisins)",
1055380***,SALINAS CA,DES MOINES IA,9/30 @1700,"$5,500.00",14plt/ 16092,
#0266002,"Hollister, CA","Burlington, NJ",10/08 @1200,$150.00,"7,000 Lb",
2334159,GONZALES CA SANTA MARIA CA,PLANT CITY FL,10/08/2021 @2000,"$11,300.00",mix veg,
1049515,"RICHVALE, CA","CHESHIRE, CT",10/4,"$8,500.00","14 plt/ 20,000 Lb",
23888399,"Hayward, CA","Princeton, NJ",10/5 @by1400,"$8,800.00","14 crates / 6,332Lb",
LLF-SXDS***,"Lathrop, CA","North Bergen, NJ",10/07/2021 6:45,"$9,350.00","21 pallets 41,328 lb",LLF SXDS
17070460***,"MODESTO, CA","MONROVIA, MD",10/5 @1100,"$9,000.00","34plt/ 4,000 Lb",
2577998,"Visalia, CA","Wells, ME",10/6/2021 14:00,"$9,575.00","26plt/ 20,000 lb",
1049853,"FIREBAUGH, CA","HUNT VALLEY, MD",10/6/2021 @9:00:00,"$8,500.00","19plt/ 20,786 lb",
1249615,"MILPITAS, CA","MALTA, NY",10/5 @,"$7,950.00","11 crates/ 3,985 Lb",
6710857,"Gilroy, CA","HUNT VALLEY, MD",10/7/2021 7:00-2:00,"$9,350.00","8 plt/11,116.8lb",
BO,"TURLOCK, CA","BALDWINSVILLE , NY",10/6 @1300,"$8,500.00","8plt/ 10,480 Lb",
1049765,"DEL REY, CA","NAZARETH, PA",10/7 @9:00,"$8,900.00","30plt/ 41,505 Lb",
1049959,"GILROY, CA","HUNT VALLEY, MD",10/08/21 13:00,"$8,600.00","10 pallets 21,280 lb",
10813068,"Gilroy, CA","Hunt Valley, MD",10/8 @1300,"$8,500.00","15plt/ 23,910 Lb",
512045,"Tulare, CA","DENVER, PA",10/08/2021 @3pm,"$9,800.00","9 pallets 19,128 lb",
801957*,"TRACY, CA","MIDDLEBORO, MA",10/07/2021 15:00,"$9,750.00","37plt/ 14,371 Lb chocolates",
2579579-2545348,"Visalia, CA","Madison, WI",10/7/2021 15:30,"$6,000.00","9,044 lb pet food",
9478475,"West Sacramento, CA","Jeffersonville, IN",10/7 @1000-1630,"$6,050.00","40plt/ 2,720 lb",
9477322,"RENO, NV","LAKE PARK, GA","Wed Oct. 6, 13:00 - ","$7,871.00",1 pallet 259 lb,
2579284,"Visalia, CA","Fort Lauderdale, FL",10/7/2021 15:00,"$8,800.00","42,000 lb",
4698647,"MCCARRAN, NV","AMARILLO, TX",10/6/2021 07:00-14:0,"$5,000.00","7 crates/ 14,000LBS",
